Fecha,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando,Bolivia
2020-07-22,16024.0,8347.0,21340.0,2443.0,2616.0,3344.0,4573.0,3390.0,955.0,63032.0
2020-07-23,16330.0,8455.0,21944.0,2480.0,2644.0,3351.0,4588.0,3400.0,963.0,64155.0
2020-07-24,16583.0,8574.0,21944.0,2499.0,2780.0,3481.0,4605.0,3449.0,971.0,64886.0
2020-07-25,17200.0,8661.0,22580.0,2578.0,2796.0,3643.0,4606.0,3452.0,972.0,66488.0
2020-07-26,17456.0,8739.0,22999.0,2639.0,2840.0,3789.0,4607.0,3454.0,973.0,67496.0
2020-07-27,17456.0,9376.0,23250.0,2665.0,,3899.0,4607.0,3455.0,976.0,
2020-07-28,17710.0,9553.0,23897.0,2706.0,2849.0,4030.0,4607.0,3463.0,976.0,69791.0
2020-07-29,17947.0,9608.0,24280.0,2736.0,2857.0,4122.0,4607.0,3477.0,985.0,70619.0
2020-07-30,18174.0,9775.0,25198.0,2838.0,2866.0,4260.0,4607.0,3518.0,988.0,72224.0
2020-07-31,18441.0,10101.0,25792.0,,2879.0,4334.0,4696.0,3605.0,995.0,
2020-08-01,18441.0,10522.0,26509.0,2976.0,2893.0,4403.0,,3676.0,1006.0,
2020-08-02,18918.0,10653.0,27201.0,3123.0,2899.0,4451.0,4785.0,3734.0,1007.0,76771.0
2020-08-03,19133.0,10752.0,27899.0,3123.0,2908.0,4507.0,4822.0,3824.0,1013.0,77981.0
2020-08-04,19202.0,11098.0,28584.0,3202.0,2914.0,4546.0,4849.0,3890.0,1015.0,79300.0
2020-08-05,19768.0,11314.0,29209.0,3214.0,2914.0,4601.0,4950.0,3955.0,1022.0,80947.0
2020-08-06,19910.0,11402.0,29859.0,3309.0,2948.0,4621.0,5022.0,4041.0,1028.0,82140.0
2020-08-07,20435.0,11491.0,30553.0,3324.0,2997.0,4621.0,5183.0,4169.0,1039.0,83812.0
2020-08-08,20744.0,11591.0,31210.0,3361.0,3007.0,4622.0,5279.0,4216.0,1056.0,85086.0
2020-08-09,21123.0,11688.0,31875.0,3386.0,3014.0,4622.0,5297.0,4258.0,1066.0,86329.0
2020-08-10,21515.0,11892.0,32564.0,3387.0,3054.0,4748.0,5363.0,4311.0,1084.0,87918.0
2020-08-11,21795.0,12140.0,33249.0,3427.0,3576.0,4864.0,5456.0,4362.0,1115.0,89984.0
2020-08-12,22432.0,12324.0,33945.0,3444.0,3758.0,4977.0,5506.0,4374.0,1133.0,91893.0
2020-08-13,22432.0,12445.0,34570.0,3455.0,3854.0,5108.0,5554.0,4408.0,1149.0,92975.0
2020-08-14,22868.0,12634.0,35121.0,3473.0,4077.0,5159.0,5555.0,4409.0,1179.0,94475.0
2020-08-15,24193.0,12725.0,35721.0,3493.0,,5194.0,,4416.0,1217.0,
2020-08-16,24976.0,12728.0,36153.0,3506.0,4514.0,5203.0,5606.0,,1252.0,
2020-08-17,24976.0,12856.0,36446.0,3521.0,5243.0,5229.0,5646.0,4462.0,1256.0,99635.0
2020-08-18,25723.0,13071.0,36917.0,3540.0,5756.0,5236.0,5762.0,4526.0,1268.0,101799.0
2020-08-19,26159.0,,37289.0,3635.0,6244.0,5253.0,5852.0,4548.0,1378.0,
2020-08-20,27024.0,13391.0,37552.0,3716.0,6340.0,5294.0,5861.0,4573.0,1402.0,105153.0
2020-08-21,27374.0,13514.0,38059.0,3780.0,6381.0,5327.0,6034.0,4586.0,1423.0,106478.0
2020-08-22,27969.0,13640.0,38536.0,3850.0,6515.0,5353.0,6161.0,4599.0,1429.0,108052.0
2020-08-23,29097.0,13760.0,38789.0,3862.0,6549.0,5363.0,6252.0,4611.0,1432.0,109715.0
2020-08-24,29641.0,13937.0,39030.0,3874.0,6775.0,5365.0,6252.0,4629.0,1435.0,110938.0
2020-08-25,29873.0,14111.0,39460.0,3931.0,6972.0,5370.0,6319.0,4719.0,1447.0,112202.0
2020-08-26,,14250.0,40014.0,3975.0,7111.0,5557.0,6394.0,4734.0,1472.0,
2020-08-27,31565.0,14414.0,40422.0,4076.0,7287.0,5707.0,6466.0,4800.0,1488.0,116225.0
2020-08-28,32911.0,14546.0,40891.0,4100.0,7448.0,5814.0,,,1505.0,
2020-08-29,33292.0,,41367.0,4271.0,7569.0,5956.0,6676.0,4843.0,1511.0,
2020-08-30,33920.0,14760.0,41397.0,4356.0,9853.0,6066.0,6714.0,4849.0,1512.0,123427.0
2020-08-31,34255.0,14919.0,41774.0,4395.0,9929.0,6165.0,6793.0,4909.0,1512.0,124651.0
2020-09-01,,15173.0,42209.0,4423.0,10036.0,6253.0,6870.0,4933.0,1523.0,
2020-09-02,34763.0,15357.0,42668.0,4430.0,10175.0,6420.0,6944.0,4984.0,1533.0,127274.0
2020-09-03,35029.0,15585.0,43116.0,4538.0,10369.0,6518.0,7045.0,5016.0,1537.0,128753.0
2020-09-04,35167.0,15716.0,43484.0,4592.0,10834.0,6640.0,7211.0,5053.0,1543.0,130240.0
2020-09-05,36588.0,15845.0,43839.0,4643.0,10883.0,6674.0,7269.0,5064.0,1544.0,132349.0
2020-09-06,37168.0,15880.0,43977.0,4693.0,11045.0,6744.0,7327.0,5067.0,1545.0,133446.0
2020-09-07,37970.0,15993.0,44234.0,4732.0,11224.0,6967.0,7441.0,5121.0,1546.0,135228.0
2020-09-08,38805.0,16112.0,44626.0,4791.0,11449.0,7053.0,,5175.0,1547.0,
2020-09-09,39180.0,16297.0,45122.0,4893.0,11622.0,7179.0,7823.0,5192.0,1547.0,138855.0
2020-09-10,40917.0,16497.0,45705.0,5019.0,11717.0,7278.0,8050.0,5249.0,1548.0,141980.0
2020-09-11,41605.0,16850.0,46051.0,5085.0,,7370.0,,5268.0,,
2020-09-12,42473.0,,46337.0,5151.0,9820.0,7419.0,8323.0,5302.0,1549.0,
2020-09-13,42937.0,17487.0,46413.0,5212.0,9909.0,7519.0,8392.0,5314.0,1549.0,144732.0
2020-09-14,43898.0,17635.0,46611.0,5262.0,10001.0,7622.0,8437.0,5363.0,1549.0,146378.0
2020-09-15,44253.0,17786.0,46980.0,5305.0,10142.0,7709.0,8585.0,5364.0,1551.0,147675.0
2020-09-16,44417.0,18030.0,47278.0,5389.0,10201.0,7846.0,,5387.0,1553.0,
2020-09-17,44994.0,18173.0,47825.0,5441.0,10217.0,7961.0,8826.0,5431.0,1554.0,150422.0
2020-09-18,45486.0,18371.0,48112.0,5523.0,10472.0,8103.0,9024.0,5445.0,1554.0,152090.0
2020-09-19,45984.0,18462.0,48457.0,5557.0,10499.0,8215.0,9143.0,5450.0,1555.0,153322.0
2020-09-20,46223.0,18472.0,48586.0,5614.0,10541.0,8236.0,9202.0,5453.0,1555.0,153882.0
2020-09-21,46361.0,18621.0,48868.0,5656.0,10622.0,8295.0,9220.0,5471.0,1555.0,154669.0
2020-09-22,46843.0,18673.0,49134.0,5719.0,10648.0,8403.0,9324.0,5507.0,1556.0,155807.0
2020-09-23,47135.0,18768.0,49511.0,5804.0,10876.0,8472.0,9431.0,5587.0,1556.0,157140.0
2020-09-24,47473.0,18938.0,49723.0,5884.0,10948.0,8563.0,9646.0,5652.0,1556.0,158383.0
2020-09-25,47662.0,,49928.0,5981.0,11035.0,8720.0,9736.0,5719.0,1557.0,
2020-09-26,48185.0,19074.0,50087.0,,11158.0,8818.0,,5747.0,1557.0,
2020-09-27,48458.0,19089.0,50153.0,6035.0,11229.0,8847.0,,5750.0,1557.0,
2020-09-28,48653.0,19223.0,50319.0,6129.0,11260.0,8912.0,,5752.0,1558.0,
2020-09-29,48671.0,19335.0,50656.0,6187.0,11386.0,8966.0,9940.0,5758.0,1561.0,162460.0
2020-09-30,49049.0,19492.0,50939.0,6269.0,11494.0,9075.0,,5763.0,1564.0,
2020-10-01,49348.0,19578.0,51240.0,6307.0,11539.0,9129.0,,5866.0,1566.0,
2020-10-02,49883.0,,51740.0,6384.0,11584.0,9285.0,10221.0,5919.0,1566.0,
2020-10-03,50179.0,,51933.0,6477.0,11756.0,9433.0,,5946.0,1569.0,
2020-10-04,50328.0,19797.0,51979.0,6534.0,11816.0,9500.0,,5948.0,1569.0,
2020-10-05,50448.0,19986.0,52219.0,6549.0,11856.0,9568.0,10442.0,5983.0,1569.0,168620.0
2020-10-06,50546.0,,52688.0,6578.0,11882.0,9616.0,10498.0,6003.0,1572.0,
2020-10-07,50989.0,20271.0,53022.0,6612.0,11978.0,9662.0,10554.0,6003.0,1573.0,170664.0
2020-10-08,51221.0,20349.0,53272.0,6654.0,12066.0,9704.0,,6059.0,1573.0,
2020-10-09,51451.0,20478.0,,6725.0,12135.0,9728.0,,6089.0,1573.0,
2020-10-10,51698.0,20541.0,53835.0,6765.0,12210.0,9781.0,10765.0,6107.0,1573.0,173275.0
2020-10-11,51845.0,20543.0,53923.0,6798.0,12235.0,9830.0,,6126.0,1573.0,
2020-10-12,51919.0,20630.0,54212.0,6835.0,12272.0,9880.0,,6131.0,1578.0,
2020-10-13,52152.0,20807.0,54518.0,6874.0,12375.0,9918.0,10919.0,6170.0,1578.0,175311.0
2020-10-14,52414.0,20873.0,54932.0,6906.0,12414.0,9942.0,10979.0,6218.0,1580.0,176258.0
2020-10-15,52471.0,21046.0,55310.0,6938.0,12449.0,9974.0,11038.0,6234.0,1584.0,177044.0
2020-10-16,52755.0,21120.0,55715.0,6953.0,12491.0,10016.0,11086.0,6249.0,1586.0,177971.0
2020-10-17,53059.0,21255.0,55927.0,6992.0,12501.0,10059.0,,6258.0,1587.0,
2020-10-18,53188.0,21272.0,56048.0,6998.0,12510.0,10059.0,,6258.0,,
2020-10-19,53299.0,,56379.0,7005.0,12567.0,10082.0,11250.0,6276.0,1587.0,
2020-10-20,53459.0,21340.0,56612.0,7022.0,12594.0,10123.0,11334.0,6295.0,1590.0,180369.0
2020-10-21,53682.0,21473.0,57045.0,7068.0,12632.0,10185.0,11393.0,6312.0,1605.0,181395.0
2020-10-22,53865.0,21722.0,57497.0,7111.0,12743.0,10219.0,11456.0,6327.0,1607.0,182547.0
2020-10-23,54067.0,,57869.0,7200.0,12793.0,10240.0,11456.0,6351.0,1607.0,
2020-10-24,54356.0,21985.0,58050.0,7215.0,12832.0,10300.0,11456.0,6360.0,,
2020-10-25,54546.0,21985.0,58072.0,7255.0,12833.0,10305.0,,6360.0,1607.0,
2020-10-26,54577.0,22089.0,58372.0,7279.0,12926.0,10323.0,11671.0,,1608.0,
2020-10-27,54806.0,,58741.0,7289.0,13023.0,10353.0,11753.0,,1611.0,
2020-10-28,55096.0,22241.0,59100.0,7354.0,13112.0,10375.0,11828.0,,1614.0,
2020-10-29,55263.0,22354.0,59493.0,7439.0,13148.0,10418.0,11954.0,,1617.0,
2020-10-30,55519.0,,59809.0,7473.0,13187.0,10448.0,12006.0,,1619.0,
2020-10-31,55712.0,,60047.0,7543.0,13202.0,10481.0,12065.0,,1620.0,
2020-11-01,55845.0,22676.0,60138.0,7608.0,13214.0,10504.0,12125.0,,1620.0,
2020-11-02,55866.0,22676.0,60188.0,7610.0,13214.0,10504.0,12175.0,,1621.0,
2020-11-03,55912.0,22721.0,,7630.0,13257.0,10528.0,12201.0,6406.0,1621.0,
2020-11-04,56152.0,22769.0,60970.0,7965.0,13297.0,10570.0,12308.0,,1625.0,
2020-11-05,56421.0,,61413.0,8044.0,13332.0,10653.0,12358.0,6531.0,1636.0,
2020-11-06,56575.0,22867.0,61830.0,8098.0,13392.0,10685.0,12473.0,6567.0,1642.0,194129.0
2020-11-07,56945.0,,61999.0,8135.0,13404.0,10772.0,12541.0,6567.0,1657.0,
2020-11-08,57295.0,,62123.0,8173.0,13404.0,10772.0,,6567.0,1660.0,
2020-11-09,57385.0,23186.0,62423.0,8192.0,13447.0,10807.0,12611.0,6599.0,1660.0,196310.0
2020-11-10,57491.0,,62785.0,8213.0,13468.0,,12701.0,6599.0,1666.0,
2020-11-11,57676.0,,63173.0,8243.0,13514.0,10876.0,12796.0,6621.0,1670.0,
2020-11-12,57936.0,,63491.0,8366.0,13556.0,10912.0,12847.0,6628.0,1673.0,
2020-11-13,58181.0,23534.0,64068.0,8390.0,13562.0,10931.0,12917.0,6639.0,1683.0,199905.0
2020-11-14,58557.0,23702.0,64319.0,8437.0,13574.0,11006.0,,6650.0,1698.0,
2020-11-15,,23721.0,64595.0,8468.0,13574.0,11006.0,,6650.0,1698.0,
2020-11-16,58914.0,23772.0,65098.0,8500.0,13600.0,11023.0,13061.0,6650.0,1698.0,202316.0
2020-11-17,59044.0,23861.0,65474.0,8539.0,13624.0,11061.0,13146.0,6692.0,1709.0,203150.0
2020-11-18,59241.0,,65916.0,8580.0,,11088.0,13209.0,6719.0,1714.0,
2020-11-19,59791.0,23948.0,66355.0,8631.0,13707.0,11130.0,13309.0,6737.0,1721.0,205329.0
2020-11-20,60124.0,24193.0,66859.0,8713.0,13746.0,11140.0,13429.0,6744.0,1738.0,206686.0
2020-11-21,60319.0,24268.0,67117.0,8740.0,13779.0,11177.0,13504.0,6750.0,1749.0,207403.0
2020-11-22,60775.0,24331.0,67157.0,8748.0,13807.0,11177.0,13524.0,6750.0,1749.0,208018.0
2020-11-23,60836.0,,67394.0,8755.0,13892.0,11186.0,13574.0,6770.0,1749.0,
2020-11-24,61037.0,,67938.0,8805.0,14104.0,11205.0,13641.0,6781.0,1783.0,
2020-11-25,61307.0,,68307.0,8864.0,14170.0,11292.0,13741.0,6804.0,1790.0,
2020-11-26,61635.0,24797.0,68633.0,8916.0,14250.0,,13802.0,6814.0,1798.0,
2020-11-27,61929.0,24915.0,69093.0,9004.0,14294.0,11334.0,13902.0,6823.0,1818.0,213112.0
2020-11-28,62316.0,25045.0,69269.0,9032.0,14319.0,11362.0,13981.0,6831.0,1844.0,213999.0
2020-11-29,62574.0,25099.0,69282.0,9144.0,14327.0,11362.0,,6831.0,1844.0,
2020-11-30,62700.0,,69795.0,9187.0,14339.0,11374.0,14031.0,6849.0,1844.0,
2020-12-01,62998.0,25460.0,70447.0,9391.0,14374.0,11387.0,14081.0,6855.0,1854.0,216847.0
2020-12-02,63277.0,25579.0,70898.0,9533.0,14442.0,11412.0,14171.0,6856.0,1860.0,218028.0
2020-12-03,63606.0,,71447.0,9603.0,14467.0,11456.0,14256.0,6863.0,1868.0,
2020-12-04,64146.0,25900.0,,9681.0,14497.0,11465.0,14353.0,6882.0,1872.0,
2020-12-05,64647.0,25974.0,72235.0,9754.0,,11528.0,,6904.0,1884.0,
2020-12-06,,25984.0,72279.0,9803.0,14556.0,11528.0,14447.0,6904.0,1884.0,
2020-12-07,64962.0,26094.0,72735.0,9817.0,14581.0,11534.0,14463.0,6906.0,1884.0,222976.0
2020-12-08,65289.0,26181.0,73191.0,9854.0,14638.0,11570.0,14522.0,6930.0,1889.0,224064.0
2020-12-09,65438.0,,73829.0,9900.0,14655.0,11621.0,14622.0,6936.0,1896.0,
2020-12-10,66200.0,26459.0,74359.0,9957.0,14679.0,11678.0,14722.0,6951.0,1903.0,226908.0
2020-12-11,66485.0,,74925.0,10003.0,14696.0,11707.0,14808.0,6954.0,1908.0,
2020-12-12,66661.0,,75566.0,10063.0,14757.0,11735.0,14888.0,6974.0,1930.0,
2020-12-13,66939.0,26769.0,75667.0,10077.0,14774.0,11744.0,14919.0,6984.0,1932.0,229805.0
2020-12-14,67141.0,26851.0,75999.0,10085.0,14817.0,11759.0,14944.0,6989.0,1939.0,230524.0
2020-12-15,67320.0,,76917.0,10130.0,14826.0,11778.0,15000.0,6994.0,1951.0,
2020-12-16,67724.0,27072.0,77638.0,10174.0,14848.0,11793.0,15160.0,7020.0,1964.0,233393.0
2020-12-17,68169.0,,78122.0,10260.0,14925.0,11817.0,15334.0,7032.0,1975.0,
2020-12-18,68435.0,,78711.0,10277.0,14962.0,11837.0,,7057.0,1984.0,
2020-12-19,68757.0,27358.0,79609.0,10317.0,15020.0,11902.0,,7079.0,1994.0,
2020-12-20,69282.0,,79648.0,10384.0,15020.0,11902.0,,7079.0,2004.0,
2020-12-21,69381.0,27539.0,80134.0,10403.0,15030.0,11914.0,,7092.0,2004.0,
2020-12-22,69687.0,27711.0,80542.0,10425.0,15130.0,11922.0,15928.0,7101.0,2023.0,240469.0
2020-12-23,70126.0,27937.0,81363.0,10476.0,15232.0,11946.0,,7128.0,2039.0,
2020-12-24,70566.0,28088.0,82090.0,10536.0,15270.0,11960.0,,7140.0,2054.0,
2020-12-25,70968.0,28124.0,82281.0,10602.0,15374.0,11960.0,,7140.0,2072.0,
2020-12-26,71297.0,28288.0,82673.0,10620.0,15412.0,12012.0,16615.0,7140.0,2073.0,246130.0
2020-12-27,71604.0,28391.0,82998.0,10640.0,15412.0,12034.0,16710.0,7140.0,2079.0,247008.0
2020-12-28,71760.0,28541.0,83407.0,10656.0,15440.0,12060.0,,7145.0,2080.0,
2020-12-29,72248.0,28810.0,84429.0,10675.0,15493.0,12131.0,16985.0,7168.0,2090.0,250029.0
2020-12-30,72759.0,29087.0,85266.0,10751.0,15559.0,12150.0,17235.0,7180.0,2118.0,252105.0
2020-12-31,73187.0,29566.0,86397.0,10820.0,15623.0,12187.0,,7193.0,2143.0,
2021-01-01,73716.0,29593.0,86506.0,10904.0,15659.0,12199.0,,7208.0,2175.0,
2021-01-02,74173.0,29848.0,87087.0,10946.0,15665.0,12223.0,17847.0,7208.0,2195.0,257192.0
2021-01-03,74419.0,30036.0,87351.0,10966.0,15672.0,12223.0,17997.0,7208.0,2234.0,258106.0
2021-01-04,74479.0,30381.0,88261.0,10989.0,15714.0,12247.0,18145.0,7217.0,2239.0,259672.0
2021-01-05,74826.0,30774.0,89662.0,11035.0,15764.0,12288.0,18295.0,7249.0,2256.0,262149.0
2021-01-06,75126.0,31122.0,90737.0,11096.0,15850.0,12333.0,18569.0,7276.0,2309.0,264418.0
2021-01-07,75789.0,31459.0,91691.0,11170.0,15918.0,12494.0,,7302.0,2369.0,
2021-01-08,76438.0,32013.0,93027.0,11263.0,15963.0,12537.0,18950.0,7304.0,2428.0,269923.0
2021-01-09,77042.0,32344.0,93831.0,11331.0,16050.0,12568.0,,7333.0,,
2021-01-10,77590.0,32529.0,94204.0,11439.0,16151.0,12568.0,19360.0,7333.0,,
2021-01-11,77895.0,32913.0,95061.0,11474.0,16232.0,12587.0,19508.0,7341.0,2496.0,275507.0
2021-01-12,78191.0,33413.0,95864.0,11600.0,16285.0,12697.0,19668.0,7344.0,2537.0,277599.0
2021-01-13,79065.0,33823.0,97169.0,11711.0,16345.0,12722.0,19868.0,7368.0,2583.0,280654.0
2021-01-14,79682.0,34182.0,98629.0,11826.0,16505.0,12760.0,20040.0,7412.0,2617.0,283653.0
2021-01-15,80569.0,34612.0,100218.0,11935.0,16745.0,12788.0,20240.0,7456.0,2674.0,287237.0
2021-01-16,81344.0,34940.0,101452.0,12088.0,16862.0,12929.0,20359.0,7494.0,2727.0,290195.0
2021-01-17,81956.0,35199.0,101862.0,12179.0,17036.0,12951.0,20659.0,7506.0,2771.0,292119.0
2021-01-18,82358.0,35598.0,102146.0,12230.0,17085.0,13076.0,20856.0,7601.0,2837.0,293787.0
2021-01-19,83112.0,36109.0,104091.0,12314.0,17113.0,13170.0,21056.0,7702.0,2896.0,297563.0
2021-01-20,84121.0,36608.0,104395.0,12465.0,17280.0,13231.0,21189.0,7828.0,2961.0,300078.0
2021-01-21,85145.0,37072.0,106248.0,12599.0,17388.0,13302.0,21439.0,7905.0,3047.0,304145.0
2021-01-22,86058.0,,107305.0,12787.0,17555.0,13453.0,21661.0,8065.0,3078.0,
2021-01-23,86776.0,37817.0,108419.0,12913.0,17643.0,13487.0,21961.0,8115.0,3123.0,310254.0
2021-01-24,87418.0,,109273.0,12962.0,17674.0,13503.0,22090.0,8153.0,3134.0,
2021-01-25,87739.0,38565.0,110811.0,13043.0,17809.0,13552.0,22490.0,8203.0,3202.0,315414.0
2021-01-26,88979.0,39164.0,113165.0,13148.0,17906.0,13736.0,22878.0,8330.0,3295.0,320601.0
