Fecha,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Tarija,Chuquisaca,Beni,Pando,Bolivia
2021-01-27,89780.0,39931.0,115575.0,13265.0,18020.0,13912.0,23645.0,8495.0,3361.0,325984.0
2021-01-28,91202.0,40717.0,117482.0,13488.0,18211.0,14085.0,24096.0,8647.0,3437.0,331365.0
2021-01-29,92418.0,41500.0,119597.0,13720.0,18473.0,14275.0,24620.0,8783.0,3509.0,336895.0
2021-01-30,93804.0,41972.0,121280.0,13916.0,18602.0,14387.0,24835.0,8855.0,3525.0,341176.0
2021-01-31,94801.0,42205.0,121848.0,14085.0,18785.0,14404.0,25186.0,8893.0,3563.0,343770.0
2021-02-01,95663.0,42781.0,123418.0,14164.0,18860.0,14547.0,25413.0,9019.0,3631.0,347496.0
2021-02-02,97043.0,43487.0,125542.0,14325.0,18971.0,14767.0,25653.0,9124.0,3690.0,352602.0
2021-02-03,98441.0,44260.0,127227.0,14504.0,19362.0,14901.0,25909.0,9239.0,3758.0,357601.0
2021-02-04,99711.0,44923.0,128868.0,14648.0,19865.0,15018.0,26251.0,9449.0,3889.0,362622.0
2021-02-05,100711.0,45542.0,130762.0,14956.0,20240.0,15149.0,26546.0,9546.0,3937.0,367389.0
2021-02-06,101827.0,46099.0,132425.0,15137.0,20559.0,15186.0,26767.0,9633.0,3992.0,371625.0
2021-02-07,102859.0,46136.0,132730.0,15300.0,20932.0,15190.0,27117.0,9684.0,4064.0,374012.0
2021-02-08,103483.0,46745.0,134167.0,15337.0,21289.0,15335.0,27299.0,9712.0,4169.0,377536.0
2021-02-09,104459.0,47539.0,136392.0,15451.0,21815.0,15555.0,27596.0,9851.0,4199.0,382857.0
2021-02-10,105712.0,48454.0,139361.0,15614.0,22177.0,15692.0,27929.0,9952.0,4262.0,389153.0
2021-02-11,106903.0,49005.0,141494.0,15717.0,22177.0,15862.0,28220.0,10063.0,4308.0,393749.0
2021-02-12,107866.0,49760.0,143304.0,15799.0,22928.0,15980.0,28428.0,10145.0,4364.0,398574.0
2021-02-13,108767.0,50395.0,144788.0,15886.0,23147.0,16071.0,28658.0,10246.0,4375.0,402333.0
2021-02-14,109332.0,50526.0,145771.0,16020.0,23243.0,16092.0,28947.0,10257.0,4395.0,404583.0
2021-02-15,109635.0,50762.0,147179.0,16103.0,,16111.0,29265.0,10259.0,4396.0,
2021-02-16,109857.0,51062.0,147878.0,16171.0,23330.0,16128.0,29607.0,10274.0,4406.0,408713.0
2021-02-17,110401.0,51868.0,149465.0,16207.0,23356.0,16253.0,29725.0,10307.0,4449.0,412031.0
2021-02-18,111235.0,52651.0,152373.0,16415.0,23491.0,16464.0,29880.0,10416.0,,
2021-02-19,112429.0,53278.0,155190.0,16514.0,23734.0,16662.0,30038.0,10513.0,4642.0,423000.0
2021-02-20,113657.0,53665.0,157086.0,16702.0,23864.0,16718.0,30272.0,10578.0,4675.0,427217.0
2021-02-21,113927.0,,158683.0,16803.0,23967.0,16737.0,30517.0,10602.0,4708.0,
2021-02-22,114689.0,54462.0,161791.0,16878.0,24071.0,16849.0,30612.0,10674.0,4807.0,434833.0
2021-02-23,115931.0,55187.0,164850.0,16990.0,24529.0,17033.0,30777.0,10779.0,4879.0,440955.0
2021-02-24,117219.0,56065.0,168465.0,17174.0,25995.0,17192.0,31042.0,10900.0,4941.0,448993.0
2021-02-25,118419.0,56652.0,171508.0,17400.0,27640.0,17330.0,31224.0,11048.0,5030.0,456251.0
2021-02-26,119678.0,57610.0,174620.0,17655.0,27727.0,17474.0,31450.0,11129.0,5175.0,462518.0
2021-02-27,120454.0,58152.0,176362.0,17782.0,27844.0,17559.0,31910.0,11231.0,5266.0,466560.0
2021-02-28,121357.0,58427.0,178024.0,17914.0,27852.0,17582.0,32229.0,11244.0,5360.0,469989.0
2021-03-01,122213.0,59208.0,180594.0,18030.0,28114.0,17812.0,32518.0,11331.0,5457.0,475277.0
2021-03-02,123566.0,60066.0,183246.0,18160.0,28208.0,18022.0,32772.0,11467.0,5543.0,481050.0
2021-03-03,124659.0,61155.0,185809.0,18314.0,28418.0,18346.0,33120.0,11580.0,5675.0,487076.0
2021-03-04,125780.0,62262.0,187579.0,18544.0,28540.0,18635.0,33333.0,11667.0,5742.0,492082.0
2021-03-05,127536.0,63362.0,189758.0,18879.0,28799.0,18953.0,33532.0,11812.0,5923.0,498554.0
2021-03-06,129240.0,64043.0,191107.0,19029.0,29165.0,19050.0,33702.0,11887.0,5945.0,503168.0
2021-03-07,130373.0,64261.0,191356.0,19158.0,29323.0,19085.0,,11899.0,6016.0,
2021-03-08,131467.0,64804.0,192242.0,19221.0,29358.0,19266.0,33871.0,11923.0,6081.0,508233.0
2021-03-09,132148.0,65922.0,194447.0,19395.0,29455.0,19533.0,,12078.0,6105.0,
2021-03-10,133185.0,66831.0,196500.0,19601.0,29581.0,19980.0,34305.0,12160.0,6158.0,518301.0
2021-03-11,134207.0,68184.0,199329.0,19795.0,29791.0,20279.0,34514.0,12434.0,6196.0,524729.0
2021-03-12,135275.0,69099.0,203235.0,20080.0,31083.0,20749.0,34746.0,12595.0,6292.0,533154.0
2021-03-13,136494.0,69720.0,,20207.0,31198.0,20931.0,34884.0,12688.0,6312.0,
2021-03-14,137217.0,70139.0,207342.0,20280.0,31538.0,20996.0,35040.0,12769.0,6347.0,541668.0
2021-03-15,137771.0,71111.0,211096.0,20392.0,31823.0,21413.0,35173.0,12848.0,6421.0,548048.0
2021-03-16,138852.0,72015.0,214063.0,20574.0,32032.0,21960.0,35301.0,13025.0,6460.0,554282.0
2021-03-17,139898.0,73103.0,217581.0,20747.0,32133.0,22431.0,35471.0,13408.0,6558.0,561330.0
2021-03-18,140937.0,74087.0,219965.0,20918.0,32540.0,22774.0,35643.0,13618.0,6666.0,567148.0
2021-03-19,141931.0,75074.0,222387.0,21042.0,32933.0,23145.0,35791.0,13760.0,6701.0,572764.0
2021-03-20,142596.0,75537.0,224125.0,21183.0,33001.0,23259.0,35979.0,13897.0,6723.0,576300.0
2021-03-21,143442.0,75698.0,224697.0,21219.0,33071.0,23296.0,36135.0,13932.0,6769.0,578259.0
2021-03-22,143997.0,,227384.0,21285.0,33126.0,23690.0,36239.0,14082.0,6899.0,
2021-03-23,144993.0,77934.0,230527.0,21454.0,33993.0,24123.0,36462.0,14416.0,6960.0,590862.0
2021-03-24,146203.0,79153.0,233431.0,21594.0,34150.0,24614.0,36680.0,14665.0,7143.0,597633.0
2021-03-25,146841.0,80253.0,235697.0,21744.0,34291.0,25077.0,36839.0,15439.0,7323.0,603504.0
2021-03-26,147495.0,81074.0,239730.0,21883.0,34384.0,25565.0,37053.0,15718.0,7466.0,610368.0
2021-03-27,148116.0,81684.0,,22019.0,34448.0,25748.0,37121.0,16028.0,7535.0,
2021-03-28,148510.0,82374.0,240281.0,22073.0,,25837.0,37243.0,16202.0,7627.0,
2021-03-29,148866.0,83572.0,242856.0,22158.0,34704.0,26259.0,37367.0,16712.0,7748.0,620242.0
2021-03-30,149882.0,84620.0,245809.0,22367.0,34937.0,26771.0,37549.0,17015.0,7968.0,626918.0
2021-03-31,150654.0,,248493.0,22508.0,35169.0,27163.0,37804.0,17756.0,8155.0,
2021-04-01,151758.0,88661.0,250586.0,22724.0,35426.0,27577.0,38018.0,17892.0,8326.0,640968.0
2021-04-02,152668.0,,251697.0,22910.0,35476.0,,38174.0,18810.0,8476.0,
2021-04-03,153151.0,89771.0,253290.0,23002.0,35544.0,27796.0,38279.0,18908.0,8603.0,648344.0
2021-04-04,153537.0,90075.0,255454.0,23069.0,35570.0,27870.0,38346.0,19212.0,8740.0,651873.0
2021-04-05,153823.0,91649.0,255454.0,23143.0,35598.0,28143.0,38503.0,19446.0,8841.0,654600.0
2021-04-06,154667.0,92607.0,263604.0,23338.0,35818.0,28538.0,38702.0,20061.0,9114.0,666449.0
2021-04-07,155609.0,94204.0,267894.0,23644.0,35904.0,29021.0,38884.0,20337.0,9342.0,674839.0
2021-04-08,157002.0,95861.0,272766.0,23833.0,36148.0,29549.0,39070.0,20674.0,9451.0,684354.0
2021-04-09,158379.0,97653.0,278007.0,24151.0,36308.0,30115.0,39380.0,21044.0,9533.0,694570.0
2021-04-10,159301.0,98470.0,280759.0,24419.0,,30261.0,39808.0,21428.0,9590.0,
2021-04-11,160296.0,99152.0,282970.0,24566.0,,30368.0,39912.0,22918.0,9687.0,
2021-04-12,160797.0,100861.0,288454.0,24660.0,36645.0,30726.0,39998.0,23020.0,9900.0,715061.0
2021-04-13,161386.0,102619.0,292748.0,24897.0,36835.0,31368.0,40176.0,24266.0,9987.0,724282.0
2021-04-14,162412.0,104594.0,296689.0,25138.0,36959.0,31859.0,40379.0,24505.0,10177.0,732712.0
2021-04-15,163335.0,106450.0,300037.0,25454.0,37187.0,31902.0,40608.0,24888.0,10289.0,740150.0
2021-04-16,164236.0,,304190.0,25663.0,,32382.0,40808.0,25063.0,10480.0,
2021-04-17,165335.0,109524.0,306548.0,25976.0,37295.0,32456.0,40968.0,25338.0,10811.0,754251.0
2021-04-18,165983.0,109981.0,307703.0,26189.0,37304.0,32614.0,41084.0,26032.0,10883.0,757773.0
2021-04-19,166682.0,111427.0,312947.0,26386.0,37445.0,33004.0,41400.0,26621.0,11072.0,766984.0
2021-04-20,168051.0,113477.0,318144.0,26686.0,37810.0,33554.0,41575.0,26927.0,11227.0,777451.0
2021-04-21,169319.0,115196.0,322696.0,27054.0,38067.0,34070.0,41861.0,27231.0,11373.0,786867.0
2021-04-22,170610.0,117468.0,327104.0,27526.0,38235.0,,42116.0,27445.0,11447.0,
2021-04-23,172187.0,119516.0,330237.0,27847.0,38354.0,35210.0,42311.0,27654.0,11546.0,804862.0
2021-04-24,173307.0,,331782.0,28257.0,38434.0,35367.0,42587.0,28060.0,11745.0,
2021-04-25,174060.0,,332812.0,28542.0,38466.0,35548.0,42731.0,28106.0,12128.0,
2021-04-26,174741.0,122340.0,336626.0,28705.0,38765.0,35990.0,42852.0,28797.0,12234.0,821050.0
2021-04-27,176133.0,124476.0,341127.0,28979.0,38889.0,36406.0,43040.0,29245.0,12387.0,830682.0
2021-04-28,177271.0,126288.0,346412.0,29295.0,38917.0,36827.0,43343.0,29539.0,12469.0,840361.0
2021-04-29,178178.0,129208.0,353626.0,29637.0,39116.0,37307.0,43576.0,29801.0,,
2021-04-30,179730.0,131369.0,360687.0,29934.0,39149.0,37667.0,43864.0,30205.0,12752.0,865357.0
2021-05-01,180778.0,132353.0,363472.0,30154.0,,37783.0,44109.0,30254.0,12784.0,
2021-05-02,181489.0,,366743.0,30348.0,,37846.0,44257.0,30298.0,12799.0,
2021-05-03,182254.0,134608.0,371385.0,30433.0,39465.0,38196.0,44386.0,30470.0,12886.0,884083.0
2021-05-04,183436.0,136293.0,375911.0,30630.0,39488.0,38716.0,44582.0,30641.0,13132.0,892829.0
2021-05-05,185213.0,138357.0,379798.0,30953.0,39577.0,39114.0,44956.0,31014.0,13309.0,902291.0
2021-05-06,186417.0,140575.0,382888.0,31221.0,39624.0,39524.0,45171.0,31339.0,13386.0,910145.0
2021-05-07,187481.0,143055.0,386129.0,31482.0,39737.0,39908.0,45429.0,,13474.0,
2021-05-08,188412.0,144170.0,387889.0,31841.0,39916.0,40058.0,45642.0,31647.0,13566.0,923141.0
2021-05-09,189244.0,145009.0,389045.0,32135.0,39978.0,40085.0,46025.0,,13610.0,
2021-05-10,189681.0,146504.0,392553.0,32225.0,40089.0,40445.0,46101.0,31884.0,13906.0,933388.0
2021-05-11,190610.0,148852.0,396773.0,32632.0,,40811.0,46368.0,32103.0,13993.0,
2021-05-12,191848.0,151372.0,400408.0,32981.0,40231.0,41222.0,46604.0,32340.0,14036.0,951042.0
2021-05-13,192601.0,154204.0,404814.0,33366.0,40353.0,41563.0,46892.0,32658.0,14087.0,960538.0
2021-05-14,193852.0,156547.0,407946.0,33675.0,40536.0,42046.0,47143.0,32838.0,14146.0,968729.0
2021-05-15,195023.0,157852.0,409524.0,34126.0,40612.0,42140.0,47485.0,32982.0,14154.0,973898.0
2021-05-16,196009.0,158330.0,410747.0,34399.0,40678.0,42195.0,47676.0,33008.0,14162.0,977204.0
2021-05-17,196884.0,160441.0,413449.0,34504.0,41068.0,42692.0,47887.0,33280.0,14254.0,984459.0
2021-05-18,197832.0,163028.0,416761.0,34957.0,41192.0,43150.0,48242.0,33502.0,14301.0,992965.0
2021-05-19,199038.0,165524.0,420892.0,35630.0,41274.0,43641.0,48557.0,33649.0,14360.0,1002565.0
2021-05-20,200483.0,168039.0,424897.0,36392.0,41384.0,44236.0,48802.0,34034.0,14455.0,1012722.0
2021-05-21,201897.0,170521.0,428427.0,36952.0,41632.0,44778.0,49238.0,34238.0,,
2021-05-22,202764.0,171835.0,431239.0,37675.0,41923.0,45028.0,49650.0,34369.0,14606.0,1029089.0
2021-05-23,204133.0,172905.0,432596.0,38011.0,42007.0,45218.0,49825.0,34404.0,14619.0,1033718.0
2021-05-24,205011.0,176063.0,436296.0,38307.0,42049.0,45971.0,50045.0,34628.0,14686.0,1043056.0
2021-05-25,206341.0,179252.0,440251.0,38669.0,,46859.0,50216.0,34870.0,,
2021-05-26,208045.0,182556.0,444559.0,39110.0,42746.0,47566.0,50506.0,35185.0,14866.0,1065139.0
2021-05-27,210243.0,185593.0,448927.0,39573.0,42856.0,48068.0,50740.0,35465.0,14932.0,1076397.0
2021-05-28,212249.0,188440.0,453189.0,40050.0,42933.0,48947.0,51160.0,35744.0,15020.0,1087732.0
2021-05-29,214426.0,189559.0,455840.0,40442.0,43007.0,49408.0,51462.0,36877.0,15042.0,1096063.0
2021-05-30,215928.0,191305.0,457088.0,40660.0,43229.0,49669.0,51825.0,,15070.0,
2021-05-31,216709.0,194496.0,460338.0,40869.0,43402.0,50726.0,52692.0,36242.0,15146.0,1110620.0
2021-06-01,219122.0,197488.0,464053.0,41237.0,43612.0,51378.0,53046.0,36767.0,15256.0,1121959.0
2021-06-02,221210.0,200383.0,468236.0,41679.0,43810.0,51977.0,53521.0,37083.0,15324.0,1133223.0
2021-06-03,223439.0,202016.0,471084.0,42165.0,43937.0,52263.0,53891.0,37190.0,15348.0,1141333.0
2021-06-04,224245.0,204923.0,475239.0,42527.0,44055.0,52690.0,54200.0,37652.0,15457.0,1150988.0
2021-06-05,225635.0,206735.0,478060.0,42842.0,44208.0,52984.0,54592.0,37781.0,15482.0,1158319.0
2021-06-06,227132.0,207988.0,479081.0,43108.0,44372.0,53170.0,54814.0,37884.0,15499.0,1163048.0
2021-06-07,227833.0,210224.0,482858.0,43333.0,44569.0,53852.0,56360.0,38110.0,15582.0,1172721.0
2021-06-08,229240.0,213591.0,487464.0,43698.0,44818.0,54639.0,56811.0,38275.0,15628.0,1184164.0
2021-06-09,231504.0,217468.0,492886.0,44095.0,45020.0,55680.0,57354.0,38495.0,15712.0,1198214.0
2021-06-10,233873.0,220481.0,498152.0,44527.0,45161.0,56639.0,57923.0,38695.0,15816.0,1211267.0
2021-06-11,236616.0,223050.0,502884.0,45016.0,45410.0,57621.0,58328.0,39047.0,15911.0,1223883.0
2021-06-12,238916.0,224994.0,,45348.0,45535.0,57824.0,58617.0,39112.0,15944.0,
2021-06-13,240169.0,226432.0,506925.0,45513.0,45606.0,57947.0,58983.0,39137.0,15963.0,1236675.0
2021-06-14,241073.0,228580.0,510745.0,45730.0,45797.0,58546.0,59501.0,39389.0,16017.0,1245378.0
2021-06-15,243049.0,231315.0,515652.0,46042.0,45912.0,59116.0,60048.0,39694.0,16139.0,1256967.0
2021-06-16,246922.0,233418.0,520595.0,46373.0,46102.0,59890.0,60684.0,40056.0,16222.0,1270262.0
2021-06-17,249634.0,236458.0,525389.0,46776.0,46316.0,60300.0,61163.0,40302.0,16320.0,1282658.0
2021-06-18,252627.0,238837.0,529279.0,47169.0,46527.0,60799.0,61780.0,40550.0,16394.0,1293962.0
2021-06-19,255195.0,240213.0,531298.0,47456.0,46657.0,60981.0,62547.0,40640.0,16415.0,1301402.0
2021-06-20,257367.0,241115.0,532092.0,47637.0,46830.0,61039.0,62793.0,40685.0,16496.0,1306054.0
2021-06-21,258521.0,241870.0,532980.0,47749.0,46878.0,61129.0,63006.0,40778.0,16520.0,1309431.0
2021-06-22,259497.0,244297.0,537241.0,47942.0,46953.0,61694.0,63424.0,40943.0,16600.0,1318591.0
2021-06-23,262596.0,246671.0,541090.0,48346.0,47208.0,62321.0,63945.0,41120.0,16677.0,1329974.0
2021-06-24,265367.0,248937.0,544785.0,48666.0,47379.0,63126.0,64248.0,41556.0,16755.0,1340819.0
2021-06-25,267878.0,250953.0,549037.0,49022.0,47606.0,63697.0,64588.0,41862.0,16835.0,1351478.0
2021-06-26,270195.0,252843.0,551336.0,49288.0,47851.0,63879.0,65053.0,41921.0,16865.0,1359231.0
2021-06-27,271216.0,254718.0,552858.0,49473.0,47925.0,63983.0,65543.0,42008.0,16926.0,1364650.0
2021-06-28,272095.0,257653.0,556689.0,49616.0,48075.0,64471.0,65683.0,42184.0,17031.0,1373497.0
2021-06-29,274347.0,260383.0,560366.0,49949.0,48329.0,64944.0,66046.0,42412.0,17090.0,1383866.0
2021-06-30,276908.0,262485.0,564517.0,50334.0,48550.0,65347.0,66744.0,42650.0,17161.0,1394696.0
2021-07-01,279300.0,264597.0,568722.0,50738.0,48776.0,65659.0,67134.0,42857.0,17231.0,1405014.0
2021-07-02,281357.0,266711.0,572078.0,51172.0,49055.0,65999.0,67620.0,43097.0,17287.0,1414376.0
2021-07-03,283817.0,267778.0,573788.0,51348.0,49190.0,66166.0,67867.0,43160.0,17293.0,1420407.0
2021-07-04,285534.0,268297.0,574896.0,51513.0,49290.0,66288.0,68285.0,43311.0,17327.0,1424741.0
2021-07-05,286300.0,270069.0,578260.0,51701.0,49373.0,66767.0,68734.0,43511.0,17423.0,1432138.0
2021-07-06,288407.0,271923.0,581728.0,51927.0,49469.0,67404.0,69109.0,43608.0,17497.0,1441072.0
2021-07-07,290301.0,273749.0,584616.0,52195.0,49743.0,67836.0,69608.0,43758.0,17578.0,1449384.0
2021-07-08,,275324.0,,52499.0,50040.0,68353.0,70103.0,44142.0,17640.0,
2021-07-09,,277051.0,,52912.0,50253.0,68803.0,70659.0,44453.0,17740.0,
2021-07-10,,277924.0,,53189.0,50430.0,68959.0,70989.0,44534.0,17764.0,
2021-07-11,,278405.0,,53396.0,50517.0,69055.0,71179.0,44571.0,17770.0,
2021-07-12,,279916.0,,53725.0,50670.0,69346.0,71669.0,44675.0,17825.0,
2021-07-13,297990.0,281412.0,605284.0,54099.0,51109.0,69837.0,72056.0,44988.0,17897.0,1494672.0
2021-07-14,300324.0,282885.0,608959.0,54413.0,51301.0,70360.0,72469.0,45098.0,17993.0,1503802.0
2021-07-15,302379.0,284586.0,,54682.0,51423.0,70817.0,,45379.0,18060.0,
2021-07-16,304290.0,286213.0,616023.0,55013.0,51622.0,71401.0,73528.0,45590.0,18139.0,1521819.0
2021-07-17,305375.0,287086.0,617967.0,55350.0,51804.0,71607.0,73911.0,45629.0,18177.0,1526906.0
2021-07-18,306092.0,287666.0,619098.0,55622.0,51880.0,71712.0,74163.0,45673.0,18180.0,1530086.0
2021-07-19,306692.0,289298.0,622460.0,55694.0,51978.0,72171.0,74486.0,45764.0,18243.0,1536786.0
2021-07-20,308025.0,290966.0,,55892.0,,72692.0,74961.0,45951.0,18312.0,
2021-07-21,310054.0,292763.0,629237.0,56234.0,52312.0,73056.0,75361.0,46094.0,18369.0,1553480.0
2021-07-22,312019.0,294495.0,631627.0,56485.0,52440.0,73484.0,75781.0,46274.0,18409.0,1561014.0
2021-07-23,313559.0,295808.0,634802.0,56790.0,52614.0,73877.0,76161.0,46404.0,18448.0,1568463.0
2021-07-24,315243.0,296540.0,636478.0,57111.0,52714.0,73966.0,76399.0,46557.0,18462.0,1573470.0
2021-07-25,316018.0,297046.0,637309.0,57352.0,52743.0,74043.0,76689.0,46577.0,18467.0,1576244.0
2021-07-26,316549.0,298334.0,640408.0,57410.0,52819.0,74304.0,77032.0,46681.0,18538.0,1582075.0
2021-07-27,318329.0,300015.0,643525.0,57676.0,53074.0,74676.0,77525.0,46913.0,18611.0,1590344.0
2021-07-28,320513.0,301554.0,646231.0,57969.0,53243.0,75132.0,77986.0,47075.0,18678.0,1598381.0
2021-07-29,322440.0,303575.0,648867.0,58212.0,53315.0,75588.0,78274.0,47204.0,18709.0,1606184.0
2021-07-30,324186.0,304956.0,651979.0,58474.0,53500.0,75902.0,78569.0,47296.0,18746.0,1613608.0
2021-07-31,325763.0,305536.0,653985.0,58691.0,53600.0,76082.0,78894.0,47416.0,18779.0,1618746.0
2021-08-01,326665.0,305741.0,654929.0,58896.0,53655.0,76201.0,79048.0,47588.0,18803.0,1621526.0
2021-08-02,327268.0,306862.0,657876.0,58974.0,53775.0,76424.0,79211.0,47680.0,18863.0,1626933.0
2021-08-03,328977.0,308315.0,660916.0,59139.0,53873.0,76821.0,79461.0,47793.0,18900.0,1634195.0
2021-08-04,330589.0,309784.0,664201.0,59345.0,54122.0,77199.0,79923.0,47970.0,18947.0,1642080.0
2021-08-05,332333.0,311018.0,667236.0,59560.0,54222.0,77771.0,80419.0,48169.0,18987.0,1649715.0
2021-08-06,333439.0,311716.0,668144.0,59821.0,54350.0,77892.0,80706.0,48211.0,18989.0,1653268.0
2021-08-07,333903.0,312563.0,669768.0,59968.0,54387.0,78046.0,80888.0,48356.0,19001.0,1656880.0
2021-08-08,334390.0,313168.0,670676.0,60148.0,54418.0,78132.0,81055.0,48440.0,19005.0,1659432.0
2021-08-09,334617.0,314469.0,673537.0,60219.0,54492.0,78592.0,81291.0,48524.0,19017.0,1664758.0
2021-08-10,335960.0,315854.0,676770.0,60464.0,54608.0,79206.0,81681.0,48616.0,19061.0,1672220.0
2021-08-11,338052.0,317343.0,679742.0,60710.0,54767.0,79664.0,81980.0,48938.0,19104.0,1680300.0
2021-08-12,339828.0,318537.0,682978.0,60949.0,54883.0,79933.0,82180.0,49126.0,19129.0,1687543.0
2021-08-13,341301.0,319755.0,685973.0,61197.0,55080.0,80218.0,82380.0,49407.0,19182.0,1694493.0
2021-08-14,342937.0,320211.0,687705.0,61433.0,55224.0,80412.0,82700.0,49626.0,19192.0,1699440.0
2021-08-15,343563.0,320571.0,688352.0,61702.0,55248.0,80488.0,82795.0,49691.0,19196.0,1701606.0
2021-08-16,344093.0,321928.0,691068.0,61878.0,55352.0,80925.0,83080.0,50071.0,19239.0,1707634.0
2021-08-17,345489.0,323184.0,694068.0,62218.0,55653.0,81475.0,83321.0,50350.0,19293.0,1715051.0
2021-08-18,347245.0,324416.0,696997.0,62590.0,55873.0,81978.0,83724.0,50618.0,19340.0,1722781.0
2021-08-19,348840.0,325616.0,699722.0,62907.0,55994.0,82502.0,83924.0,50939.0,19371.0,1729815.0
2021-08-20,350582.0,326906.0,702736.0,63237.0,56069.0,82969.0,84327.0,51125.0,19423.0,1737374.0
2021-08-21,352171.0,327628.0,704534.0,63589.0,56216.0,83198.0,84462.0,51194.0,19442.0,1742434.0
2021-08-22,352862.0,328035.0,705086.0,63755.0,56235.0,83271.0,84678.0,51226.0,19445.0,1744593.0
2021-08-23,353316.0,329347.0,707584.0,63828.0,56361.0,83662.0,84878.0,51410.0,19481.0,1749867.0
2021-08-24,354327.0,331007.0,710786.0,64111.0,56542.0,84029.0,85201.0,51596.0,19545.0,1757144.0
2021-08-25,356128.0,332400.0,713686.0,64568.0,56789.0,84531.0,85401.0,51961.0,19596.0,1765060.0
2021-08-26,358019.0,333660.0,716138.0,64984.0,56911.0,85221.0,85601.0,52326.0,19647.0,1772507.0
2021-08-27,359662.0,334937.0,718622.0,65489.0,57078.0,85694.0,85801.0,52435.0,19677.0,1779395.0
2021-08-28,361302.0,335662.0,719923.0,65773.0,57179.0,85850.0,86293.0,52489.0,19689.0,1784160.0
2021-08-29,362058.0,336132.0,720495.0,66001.0,57265.0,85883.0,86429.0,52498.0,19690.0,1786451.0
2021-08-30,362464.0,337540.0,722832.0,66112.0,57395.0,86260.0,86579.0,52662.0,19721.0,1791565.0
2021-08-31,363927.0,338685.0,725317.0,66388.0,57540.0,86713.0,86729.0,52851.0,19751.0,1797901.0
2021-09-01,365653.0,339934.0,727538.0,66800.0,57640.0,87154.0,86929.0,53011.0,19784.0,1804443.0
2021-09-02,367771.0,341246.0,,,57724.0,87612.0,87129.0,53184.0,19811.0,
2021-09-03,369532.0,342384.0,732047.0,67384.0,57797.0,87941.0,87500.0,53469.0,19849.0,1817903.0
2021-09-04,371207.0,342959.0,733226.0,67626.0,57916.0,88139.0,87650.0,53571.0,19850.0,1822144.0
2021-09-05,372048.0,343243.0,733747.0,67788.0,57941.0,88239.0,87807.0,53620.0,19880.0,1824313.0
2021-09-06,372291.0,344690.0,735920.0,67851.0,57993.0,88563.0,87927.0,53783.0,19926.0,1828944.0
2021-09-07,373713.0,346184.0,737920.0,68155.0,58147.0,89014.0,88037.0,54013.0,19984.0,1835167.0
2021-09-08,375351.0,347634.0,739673.0,68441.0,58342.0,89401.0,88422.0,54240.0,20011.0,1841515.0
2021-09-09,376882.0,349200.0,741506.0,68717.0,58556.0,89754.0,88542.0,54423.0,20040.0,1847620.0
2021-09-10,378965.0,350286.0,743079.0,68973.0,58702.0,90204.0,88786.0,54576.0,20083.0,1853654.0
2021-09-11,,350856.0,,69211.0,58756.0,90387.0,88886.0,54602.0,20085.0,
2021-09-12,381616.0,351155.0,744870.0,69344.0,58805.0,90451.0,88986.0,54613.0,20087.0,1859927.0
2021-09-13,382010.0,352339.0,,69409.0,59061.0,90861.0,89192.0,,20135.0,
2021-09-14,383628.0,352633.0,748704.0,69723.0,59170.0,91281.0,89362.0,54920.0,20166.0,1869587.0
2021-09-15,385852.0,353743.0,750626.0,70154.0,59276.0,91572.0,89512.0,55023.0,20199.0,1875957.0
2021-09-16,387725.0,354788.0,752736.0,70437.0,59443.0,91994.0,89662.0,55324.0,20231.0,1882340.0
2021-09-17,389178.0,355820.0,752736.0,70652.0,59512.0,92419.0,90129.0,55508.0,20250.0,1886204.0
2021-09-18,390581.0,356529.0,755665.0,70906.0,59584.0,92695.0,90279.0,55580.0,20252.0,1892071.0
2021-09-19,391302.0,356801.0,756095.0,71030.0,59599.0,92718.0,90379.0,55612.0,20252.0,1893788.0
2021-09-20,391570.0,357806.0,758325.0,71096.0,59633.0,93014.0,90479.0,55821.0,20298.0,1898042.0
2021-09-21,392787.0,358726.0,760398.0,71304.0,59844.0,93316.0,90579.0,55992.0,20320.0,1903266.0
2021-09-22,394311.0,359793.0,762476.0,71617.0,59918.0,93549.0,90679.0,56287.0,20354.0,1908984.0
2021-09-23,395716.0,360930.0,764386.0,71952.0,59983.0,93847.0,90764.0,56625.0,20394.0,1914597.0
2021-09-24,397347.0,361947.0,765138.0,72196.0,60034.0,94207.0,90864.0,56885.0,20397.0,1919015.0
2021-09-25,398471.0,362587.0,766135.0,72431.0,60105.0,94383.0,90964.0,56986.0,20405.0,1922467.0
2021-09-26,398978.0,362901.0,766603.0,72629.0,60124.0,94466.0,91044.0,57002.0,20407.0,1924154.0
2021-09-27,399273.0,364002.0,768750.0,72715.0,60211.0,94820.0,91124.0,57241.0,20444.0,1928580.0
2021-09-28,400319.0,365189.0,770996.0,73054.0,60354.0,95083.0,91244.0,57368.0,20472.0,1934079.0
2021-09-29,402018.0,366412.0,773307.0,73517.0,60562.0,95426.0,91444.0,57551.0,20507.0,1940744.0
2021-09-30,403447.0,367415.0,775240.0,73867.0,60660.0,95658.0,91644.0,57721.0,20555.0,1946207.0
2021-10-01,404847.0,368560.0,777387.0,74425.0,60786.0,96024.0,91753.0,57860.0,20571.0,1952213.0
