,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2020-05-08,,,,,,,,,,
2020-05-09,,,,,,,,,,
2020-05-10,,,,,,,,,,
2020-05-11,,,,,,,,,,
2020-05-12,0.3014417436673451,0.0853186220240579,0.30539926115373683,0.3976111517929008,0.22444444444444445,0.025,,,0.4357142857142858,
2020-05-13,0.2903081648034568,0.05392657656951246,0.32757120685509433,0.39169186120749877,0.19944444444444445,0.025,,,0.4357142857142858,
2020-05-14,0.31385035216879337,0.14254446274837423,0.345117790706026,0.34912209821055684,0.1215032679738562,0.025,,,0.6357142857142858,
2020-05-15,0.33178239756228267,0.12746266762983693,0.27637829490770666,0.38137238545321567,0.09150326797385619,0.025,,,0.7785714285714287,
2020-05-16,0.323976920606741,0.12411342158907009,0.20238058585845123,0.43204571399163366,0.11372549019607843,0.0,,,0.606,
2020-05-17,0.3489754508795929,0.12698383104453653,0.18921042268828803,0.44763407956080536,0.14928104575163398,0.03333333333333333,,,0.6475553987478416,
2020-05-18,0.33290966972842273,0.14538919617121313,0.14590780043456728,0.4820997254186773,0.349281045751634,0.08333333333333333,,,0.6891107974956834,
2020-05-19,0.31658193375832056,0.08419516632046688,0.13252136672439258,0.4520389504409358,0.31222222222222223,0.08333333333333333,0.023737373737373738,,0.730666196243525,
2020-05-20,0.35232377979686,0.09451952794917633,0.11901487321789905,0.46369096756962624,0.31222222222222223,0.13333333333333333,0.04595959595959596,,0.7722215949913667,
2020-05-21,0.3556771353771344,0.11403667138597892,0.09486443411900634,0.4483067661060017,0.32333333333333336,0.15555555555555553,0.02777777777777778,,0.8137769937392083,
2020-05-22,0.3749006658187679,0.12224242766277012,0.12565828815229702,0.45691534878285794,0.30047619047619045,0.12222222222222223,0.02222222222222222,,0.8553323924870501,
2020-05-23,0.4038958456482081,0.10692519577689849,0.13051248755861794,0.41402333000351527,0.14492063492063492,0.07222222222222222,0.04444444444444444,,0.7931475185374702,
2020-05-24,0.4255376575728883,0.0801493008156147,0.14658851562505365,0.49430979177778117,0.1599206349206349,0.08055555555555556,0.04444444444444444,,0.5931475185374702,
2020-05-25,0.42064527737654,0.08923719467962796,0.15866643770297575,0.5326022807534192,0.1884920634920635,0.06388888888888888,0.08888888888888888,,0.4910569262029755,
2020-05-26,0.4486022666238519,0.07509740973339141,0.19370347474001276,0.5725323041461755,0.17738095238095236,0.041666666666666664,0.08888888888888888,,0.5311824197930658,0.1
2020-05-27,0.44617954689663214,0.06533885842554432,0.1628929706900721,0.5867442330865307,0.32023809523809527,0.041666666666666664,0.11497584541062802,,0.5122860987228316,0.11910182910182911
2020-05-28,0.4775223086954562,0.08158586765421015,0.24087333534645355,0.6357143299439516,0.3178989139515455,0.05096899224806202,0.09275362318840578,,0.523975923167461,0.1382036582036582
2020-05-29,0.47799456088291875,0.12015820210479444,0.2927755777248865,0.6091566204300835,0.40956558061821224,0.14263565891472868,0.09275362318840578,,0.7011911130408788,0.15730548730548732
2020-05-30,0.520739048810893,0.1612925304630034,0.3818319342124356,0.6099134776243613,0.5809941520467836,0.10930232558139537,0.02608695652173913,,0.79250385435362,0.1764073164073164
2020-05-31,0.5164445702832856,0.20648860889437595,0.4247410251215265,0.5853468283697786,0.6436204146730462,0.30930232558139537,0.05465838509316769,,0.8392731678747657,0.1955091455091455
2020-06-01,0.5411600939807286,0.3224226748284419,0.5349336282173555,0.5565682348165484,0.5359281069807386,0.40930232558139534,0.0857142857142857,,0.8578422332180246,0.21461097461097461
2020-06-02,0.5074080564704153,0.34273683436782365,0.5410906469240869,0.5162426819909955,0.6392773892773894,0.4741935483870968,0.10389610389610389,,0.8499302030769573,0.2337128037128037
2020-06-03,0.5217029136998328,0.31854951906889206,0.5186416673322503,0.5375998248481384,0.5607059607059608,0.4268251273344652,0.1261183261183261,,0.8229912562974624,0.2528146328146328
2020-06-04,0.4710540648318059,0.2684189348764522,0.481721492420135,0.5066421455080672,0.4521345321345322,0.45501304679755245,0.14834054834054833,,0.7875642292704353,0.2719164619164619
2020-06-05,0.45465888818699945,0.2416532771570538,0.4564208671195097,0.46810574072654365,0.42022722375663557,0.33172537556467574,0.2120768120768121,0.1046862469927827,0.7499712481527546,0.291018291018291
2020-06-06,0.43428362070192233,0.1594854449892216,0.40150506269670583,0.508362828289173,0.36253491606432786,0.29026196093052936,0.17031857031857034,0.11733868601717294,0.730792683019668,0.31012012012012014
2020-06-07,0.4238729260305048,0.13460887025309629,0.43923856207404083,0.5195510725999852,0.27861883214824396,0.24055820846179993,0.15213675213675212,0.12567088768882062,0.6946051680710912,0.32922194922194925
2020-06-08,0.3979332103698017,0.14311441083410856,0.4178099906454694,0.5010318109627462,0.39607914960856144,0.2504266295144315,0.20264180264180265,0.1340030893604683,0.6883289249771685,0.34832377832377837
2020-06-09,0.411985322641092,0.16766923745079085,0.42195952335574977,0.5070123261488895,0.3498118685025707,0.25381765741976536,0.18041958041958042,0.142335291032116,0.6870604166898757,0.36742560742560737
2020-06-10,0.4220784865854356,0.1805100031794947,0.4774519751784768,0.5349620155256231,0.35868887385016424,0.21556686711418052,0.21668331668331672,0.15066749270376367,0.6479064769682917,0.38652743652743654
2020-06-11,0.4334726015770508,0.3396009122704038,0.5128503805664826,0.5253213464028234,0.3803841688464301,0.23433089524525935,0.2419237012987013,0.15899969437541137,0.5990287972709398,0.3096981682347536
