,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2020-03-14,26.0,,,,,,,,,
2020-03-15,33.0,,,,,,,,,
2020-03-16,45.0,,,,,,,,,
2020-03-17,50.0,,,,,,,,,
2020-03-18,51.0,,,,,,,,,
2020-03-19,84.0,,,,,,,,,
2020-03-20,111.0,,,,,,,,,
2020-03-22,228.0,,,,,,,,,
2020-03-23,273.0,,,,,,,,,
2020-03-26,442.0,,,,,,,,,
2020-03-30,697.0,,,,,,,,,
2020-03-31,779.0,,,,,,,,,
2020-04-01,836.0,,,,,,,,,
2020-04-03,1118.0,,,,,,,,,
2020-04-06,1549.0,,,,,,,,,
2020-04-07,1681.0,,,,,,,,,
2020-04-08,1875.0,,,,,,,,,
2020-04-09,1997.0,,,,,,,,,
2020-04-10,2185.0,,,,,,,,,
2020-04-11,2356.0,,,,,,,,,
2020-04-12,2528.0,,,,,,,,,
2020-04-14,2919.0,,,,,,,,,
2020-04-15,3230.0,,,,,,,,,
2020-04-16,3419.0,,,,,,,,,
2020-04-17,3573.0,,,,,,,,,
2020-04-18,3923.0,,,,,,,,,
2020-04-19,4135.0,,,,,,,,,
2020-04-20,4298.0,,,,,,,,,
2020-04-21,4420.0,,,,,,,,,
2020-04-22,4855.0,,,,,,,,,
2020-04-23,4995.0,,,,,,,,,
2020-04-24,5297.0,,,,,,,,,
2020-04-25,5572.0,,,,,,,,,
2020-04-26,5791.0,,,,,,,,,
2020-04-27,5988.0,,,,,,,,,
2020-04-28,6121.0,,,,,,,,,
2020-04-30,6551.0,,,,,,,,,
2020-05-01,6975.0,,,,,,,,,
2020-05-02,7651.0,,,,,,,,,
2020-05-03,8080.0,,,,,,,,,
2020-05-04,8611.0,,,,,,,,,
2020-05-05,8995.0,,,,,,,,,
2020-05-06,9156.0,,,,,,,,,
2020-05-07,10099.0,,,,,,,,,
